time_ms,subject_id,event,Fp1,Fp2,F3,F4,C3,C4,O1,O2
9568.000000,1,Relaxed,-10.828530,4.178702,-7.968916,18.193928,-19.625011,7.104590,-18.120989,-14.449373
9572.000000,1,Relaxed,-8.210538,1.999834,-9.318406,12.187993,-21.705468,13.664749,-18.214523,-9.258345
9576.000000,1,Relaxed,-10.404731,-2.480125,-11.754097,6.415268,-22.646691,13.921405,-13.739405,-2.944304
9580.000000,1,Relaxed,-6.757560,-5.514526,-8.814461,-6.575165,-21.967824,15.233974,-9.133444,6.195529
9584.000000,1,Relaxed,-13.515761,-3.840812,-12.137262,-0.708913,-13.946782,19.199254,-1.784300,7.646390
9588.000000,1,Relaxed,-11.612208,-5.971090,-8.491647,-3.862257,-9.652703,16.100865,10.717508,15.621482
9592.000000,1,Relaxed,-4.209078,-7.887464,-3.224190,-0.598569,-8.632977,12.504579,10.762338,26.469969
9596.000000,1,Relaxed,-1.741792,-4.058963,-4.072681,-8.386662,-3.500887,12.061378,19.350920,26.141978
9600.000000,1,Relaxed,-4.763264,-2.967089,-0.662385,-12.360390,-4.486142,9.409123,22.401742,29.106892
9604.000000,1,Relaxed,-3.243412,-2.099234,3.178351,-10.030585,-0.332683,2.409564,23.651565,25.680618
9608.000000,1,Relaxed,1.922058,-4.337544,3.712597,-10.024520,3.199229,2.276727,21.097576,22.911723
9612.000000,1,Relaxed,0.170887,1.132558,8.862719,-6.438763,7.814357,2.655496,25.477300,22.027652
9616.000000,1,Relaxed,5.298064,-1.703019,12.207583,-4.113911,11.605327,-2.380999,22.535601,13.359464
9620.000000,1,Relaxed,10.985530,-3.832977,13.970923,-5.845119,17.426288,-4.191847,19.811225,9.390167
9624.000000,1,Relaxed,14.755822,-3.264649,13.331054,-5.949972,22.018383,-7.235122,12.635180,0.674942
9628.000000,1,Relaxed,8.852916,1.767586,18.488441,-3.871115,20.158981,-13.786041,10.689899,0.775529
9632.000000,1,Relaxed,6.705254,2.274225,21.987459,-4.270243,21.223408,-15.569187,5.601676,-14.476161
9636.000000,1,Relaxed,4.879410,10.806411,14.090530,-2.620246,16.234324,-18.542137,1.107792,-19.912666
9640.000000,1,Relaxed,2.866128,9.738061,12.082361,2.888866,17.577124,-20.445468,-5.915239,-27.999923
9644.000000,1,Relaxed,-5.889363,13.705665,9.891344,7.069201,13.875149,-17.584281,-10.783336,-27.175782
9648.000000,1,Relaxed,-7.378962,13.592588,9.941613,10.398900,6.967324,-14.355568,-12.009346,-28.533091
9652.000000,1,Relaxed,-6.113491,16.377729,3.579553,9.675653,3.367465,-9.108414,-14.008536,-29.468205
9656.000000,1,Relaxed,-15.816712,17.057159,-0.033223,4.521744,-0.839113,-6.117556,-21.857153,-25.202624
9660.000000,1,Relaxed,-14.263722,17.830851,-2.910878,5.123738,-10.785655,-1.198529,-23.585710,-18.230910
9664.000000,1,Relaxed,-21.245257,19.010112,-5.018728,0.305673,-13.360252,5.640130,-24.685949,-14.439478
9668.000000,1,Relaxed,-20.063000,13.303657,-6.779931,-1.132481,-11.627931,12.965786,-22.790003,-15.430421
9672.000000,1,Relaxed,-20.148923,5.825326,-3.392132,-4.605191,-6.199165,17.964303,-17.016766,-8.883487
9676.000000,1,Relaxed,-20.756059,-0.203813,-5.358886,-6.561546,-10.967836,21.100432,-14.568228,0.905731
9680.000000,1,Relaxed,-21.028154,-2.774246,-1.584695,-12.784369,-8.447998,22.639179,-8.682256,2.874730
9684.000000,1,Relaxed,-19.628525,-4.804076,0.921153,-17.119321,-8.981057,19.412705,-2.286917,9.742683
9688.000000,1,Relaxed,-18.913945,-9.547677,0.373859,-14.331852,-10.418452,20.226061,4.730928,16.630974
9692.000000,1,Relaxed,-20.313442,-8.109854,2.680151,-19.020488,-7.968718,18.548104,12.975979,15.149109
9696.000000,1,Relaxed,-17.206133,-12.271709,0.329245,-15.925840,-7.302888,21.646750,17.723842,17.236882
9700.000000,1,Relaxed,-12.003654,-7.964753,1.574541,-11.807612,-4.220979,22.060986,24.142640,18.696090
9704.000000,1,Relaxed,-9.901720,-7.395564,2.620254,-8.939283,-3.335128,13.386025,30.441098,21.489956
9708.000000,1,Relaxed,-0.952426,-10.989771,6.834133,-6.256248,3.110372,18.095186,32.246971,19.934163
9712.000000,1,Relaxed,4.121954,-13.250810,8.108810,-5.399445,7.184953,10.558693,30.280606,16.222986
9716.000000,1,Relaxed,11.150045,-5.208310,9.344379,-4.022798,7.210530,7.682014,29.319121,8.991001
9720.000000,1,Relaxed,7.205126,-6.525968,12.764552,-2.238109,11.592410,3.476112,28.016548,4.179576
9724.000000,1,Relaxed,8.493790,-5.116746,11.351687,-1.973905,13.971925,3.444995,26.126619,-6.402243
9728.000000,1,Relaxed,12.532354,-1.182603,8.433219,-2.287978,16.112422,-1.450126,23.439559,-12.558208
9732.000000,1,Relaxed,13.847969,0.882151,10.836773,5.136611,16.494930,-8.724986,13.216996,-18.337147
9736.000000,1,Relaxed,10.666109,3.733524,3.977401,11.208591,15.250836,-11.082502,7.292089,-21.430949
9740.000000,1,Relaxed,8.126859,8.705455,3.814102,10.635690,9.232897,-13.403902,2.563484,-27.452271
9744.000000,1,Relaxed,5.851718,15.820855,1.804666,16.701192,6.632456,-15.976581,-2.278106,-28.628657
9748.000000,1,Relaxed,-0.561667,19.734694,-6.070001,15.281146,2.835762,-13.223724,-7.347998,-24.592760
9752.000000,1,Relaxed,-1.754154,21.580281,-11.433512,17.484294,2.281811,-12.253672,-11.638555,-22.871875
9756.000000,1,Relaxed,-1.368521,23.735193,-22.790426,20.248832,-2.799707,-9.664028,-14.324565,-23.937469
9760.000000,1,Relaxed,0.271092,23.325822,-20.469947,16.379429,-7.368827,-5.970922,-15.403690,-20.352774
9764.000000,1,Relaxed,-3.374242,19.680349,-19.094307,13.988669,-9.588003,0.054684,-21.012700,-8.958196
9768.000000,1,Relaxed,-6.783359,15.130817,-17.174871,10.761636,-7.851856,4.493170,-14.794746,-6.938759
9772.000000,1,Relaxed,-8.399364,18.340356,-14.837726,0.007241,-6.296029,1.842426,-19.182398,0.231050
9776.000000,1,Relaxed,-8.984875,8.549057,-17.128932,-4.243210,-8.002802,5.577960,-14.613529,9.166965
9780.000000,1,Relaxed,-10.838556,9.291594,-17.162953,-7.697721,-4.447577,5.282826,-12.675880,14.980984
9784.000000,1,Relaxed,-9.146178,4.402213,-17.996073,-12.521253,-2.194505,10.193188,-3.286148,17.815684
9788.000000,1,Relaxed,-10.221458,2.409059,-12.259524,-10.685673,3.677391,14.060871,2.921706,25.565513
9792.000000,1,Relaxed,-7.281614,1.721378,-10.353707,-17.018140,1.878456,6.792074,10.176409,30.332607
9796.000000,1,Relaxed,-5.711841,2.921309,-8.523651,-18.252697,9.428263,6.733968,12.251972,32.295749
9800.000000,1,Relaxed,-4.037065,-0.244804,-5.112760,-14.896272,4.634237,8.074064,19.221774,38.996861
9804.000000,1,Relaxed,0.708483,2.489271,1.899410,-15.315179,10.213634,4.018988,16.399935,35.194974
9808.000000,1,Relaxed,2.091990,1.186654,0.900552,-16.115798,11.589031,0.761062,23.808109,33.352753
9812.000000,1,Relaxed,5.089627,-3.886512,5.110500,-12.317993,16.397748,0.932614,22.908929,22.441614
9816.000000,1,Relaxed,8.607091,1.502446,7.247015,-9.139016,20.364121,-5.688148,19.146668,15.113303
9820.000000,1,Relaxed,11.589800,-6.776394,8.617975,-10.547915,24.387834,-8.681391,21.706601,11.314562
9824.000000,1,Relaxed,13.743896,-3.145606,17.912863,-8.924667,26.216198,-8.395309,16.938761,6.733153
9828.000000,1,Relaxed,12.965874,-1.128043,14.072918,-5.300900,27.068162,-11.114852,3.978322,-6.371326
9832.000000,1,Relaxed,7.511929,2.028737,16.647732,-1.384778,25.768865,-13.168664,3.405446,-11.825016
9836.000000,1,Relaxed,6.358236,3.442802,13.867412,-2.352122,20.549874,-18.433337,0.057226,-22.211246
9840.000000,1,Relaxed,-0.802208,7.637812,9.395650,3.697718,19.872453,-16.333667,-3.961027,-27.262200
9844.000000,1,Relaxed,1.301380,3.649759,3.314362,8.678896,12.887261,-14.070495,-4.943842,-28.715751
9848.000000,1,Relaxed,0.849395,7.934604,-1.807698,14.979655,10.100636,-12.307384,-9.084196,-30.390712
9852.000000,1,Relaxed,-2.558308,8.988213,-2.715709,17.136260,2.480982,-10.448913,-15.725753,-30.156386
9856.000000,1,Relaxed,-0.279260,10.353929,-6.797147,15.992317,-6.636106,-9.563471,-16.009331,-27.111582
9860.000000,1,Relaxed,-8.130781,12.216928,-11.596553,17.234197,-11.254396,-2.551493,-21.108938,-24.406798
9864.000000,1,Relaxed,-7.764358,10.789536,-11.675973,10.969825,-13.940031,4.025446,-23.435382,-15.314009
9868.000000,1,Relaxed,-8.324742,3.561130,-17.385519,9.540204,-15.523851,9.323403,-21.532163,-10.296407
9872.000000,1,Relaxed,-6.918181,0.799245,-13.888186,5.171267,-13.718664,15.907432,-14.724727,-5.136177
9876.000000,1,Relaxed,-5.285260,-5.447591,-12.859914,4.130275,-11.949037,18.544482,-15.158832,-2.333893
9880.000000,1,Relaxed,-4.339027,-11.101013,-9.624765,2.699420,-13.399401,18.236889,-9.966135,8.088108
9884.000000,1,Relaxed,-3.379538,-11.857588,-10.136015,-1.414792,-19.049566,14.294807,-3.974973,14.338219
9888.000000,1,Relaxed,-2.588276,-12.177766,-7.188135,-3.112570,-9.192417,15.124862,3.928918,18.839000
9892.000000,1,Relaxed,-4.194633,-12.463109,-9.189295,-3.709851,-11.763173,10.881842,9.953235,22.442348
9896.000000,1,Relaxed,0.289797,-10.342829,-8.698204,0.170346,-10.434143,10.745316,14.508895,23.432522
9900.000000,1,Relaxed,1.431870,-11.825129,-12.210363,-3.779074,-7.592189,7.141468,25.189981,25.970943
9904.000000,1,Relaxed,9.363228,-16.375731,-11.700777,-3.187497,-1.957169,9.649915,25.759365,29.124612
9908.000000,1,Relaxed,11.476520,-15.798689,-1.131552,0.149038,1.333588,5.174230,31.493622,27.465713
9912.000000,1,Relaxed,19.578410,-9.280757,3.091554,1.870256,3.768183,0.723739,26.229140,21.955721
9916.000000,1,Relaxed,24.606427,-9.088843,5.360439,0.980320,6.106397,-4.682268,24.809696,18.309608
9920.000000,1,Relaxed,21.142092,-5.177310,4.128035,2.672043,11.310114,-10.848376,20.075754,7.836024
9924.000000,1,Relaxed,17.512171,-3.457866,9.075512,6.194283,18.102381,-13.229686,18.221913,3.504718
9928.000000,1,Relaxed,21.331979,-6.510686,6.804517,10.019968,19.405017,-11.339579,12.888904,-7.350063
9932.000000,1,Relaxed,24.959937,-4.422737,9.848242,11.817569,21.727291,-19.128430,6.824758,-11.012988
9936.000000,1,Relaxed,21.907909,5.514338,9.767431,17.816006,17.284391,-26.064008,1.782039,-11.519508
9940.000000,1,Relaxed,17.223099,7.467999,9.587940,14.058576,14.160631,-24.428758,-2.331573,-21.653472
9944.000000,1,Relaxed,13.275104,10.682545,1.763523,12.321132,9.629904,-26.639192,-13.732374,-15.906561
9948.000000,1,Relaxed,7.238889,13.730648,-3.315532,18.978948,2.536867,-22.142570,-16.220178,-20.850618
9952.000000,1,Relaxed,5.381119,16.834178,-9.611868,14.551397,-1.116679,-21.358027,-21.539788,-22.677806
9956.000000,1,Relaxed,2.907762,15.024501,-7.428758,16.974426,-1.818178,-17.230608,-23.627185,-21.018222
9960.000000,1,Relaxed,2.733047,16.326633,-11.539661,17.969010,-3.803467,-8.368205,-27.008199,-11.086245
9964.000000,1,Relaxed,-1.168488,9.285533,-10.591504,13.446240,-7.702558,-8.692293,-33.064134,-9.245589
9968.000000,1,Relaxed,-2.049057,9.841732,-2.751635,8.561282,-11.836696,-2.322579,-29.830256,-4.830017
9972.000000,1,Relaxed,-6.875382,4.181167,-6.279787,0.666216,-11.478897,-0.004225,-26.615455,1.935762
9976.000000,1,Relaxed,-10.180115,-0.463587,-8.912432,-3.396391,-14.436437,0.006787,-26.976651,8.056508
9980.000000,1,Relaxed,-7.999304,-4.019578,-6.404829,-6.712362,-10.441670,9.512408,-17.657460,11.233896
9984.000000,1,Relaxed,-12.162068,-13.806763,-6.197667,-11.532839,-7.473985,9.992541,-11.229512,15.926091
9988.000000,1,Relaxed,-10.413105,-13.061360,-1.445806,-13.667533,-5.544785,14.285215,-3.943390,22.851200
9992.000000,1,Relaxed,-10.094712,-15.269844,2.524552,-14.141219,-2.764910,11.797311,4.914006,20.688551
9996.000000,1,Relaxed,-9.958681,-13.653665,4.980161,-13.610430,-2.300699,9.344146,9.596512,26.749837
0.000000,1,Task,2.781188,-1.835685,-8.869825,-1.214242,9.118086,10.098399,15.407019,2.984134
4.000000,1,Task,2.351092,5.905002,-12.951456,0.961036,2.430922,4.738238,13.177994,4.950800
8.000000,1,Task,-0.895039,4.288830,-8.335972,-1.976592,1.331612,6.708171,11.251156,6.357595
12.000000,1,Task,-0.691018,5.648576,-9.922969,2.977711,1.880646,5.235620,11.513161,7.790222
16.000000,1,Task,-7.401208,4.433657,-12.539498,-0.350849,-3.866235,0.505811,5.742605,8.309109
20.000000,1,Task,-3.571162,10.013974,-5.233161,6.767667,-2.287697,-4.243171,5.082443,6.508093
24.000000,1,Task,-3.388132,9.443518,-6.995015,8.194782,0.428208,-9.244368,5.523845,10.808598
28.000000,1,Task,-3.112911,2.365051,-4.588854,8.164311,-0.470171,-12.622134,5.227706,7.287766
32.000000,1,Task,-4.755804,0.839690,-3.778336,15.377895,5.592077,-13.809973,5.654849,4.081777
36.000000,1,Task,-1.265857,0.670444,3.480350,9.893939,4.102507,-10.499849,0.538927,6.572024
40.000000,1,Task,-1.349483,-3.600761,4.130001,5.976100,-3.804537,-9.435580,2.179609,6.674015
44.000000,1,Task,2.871557,-5.660576,-0.010648,1.274603,-4.327012,-2.094704,5.229784,0.414602
48.000000,1,Task,4.081492,-0.811460,-5.772727,-1.215486,-5.010148,-0.039344,7.328220,10.865876
52.000000,1,Task,4.987857,-0.897633,-3.682726,-3.066997,-3.623661,-2.034870,-0.316150,9.407837
56.000000,1,Task,3.506036,3.849451,-12.600455,-5.739799,-10.056581,-3.872709,1.614511,6.309329
60.000000,1,Task,-0.531008,5.677633,-10.614436,-2.557413,-11.892318,-5.897027,-1.479408,3.052746
64.000000,1,Task,-2.820057,8.543153,-5.707268,0.534048,-16.312062,-5.795295,-3.953622,1.446346
68.000000,1,Task,-2.517865,4.217374,-6.580447,3.088126,-16.940476,-6.012540,-8.201852,-2.947017
72.000000,1,Task,7.514722,7.158042,-3.501804,3.524144,-14.840791,-6.905661,-6.936482,-9.201969
76.000000,1,Task,6.262750,5.023374,4.512889,2.578756,-12.035670,-6.649397,-6.482440,-12.331567
80.000000,1,Task,10.737362,6.914997,6.519072,1.376862,-8.067625,-5.018052,0.088220,-9.892557
84.000000,1,Task,8.784836,6.547986,8.399359,1.453746,-2.694213,-5.294545,-3.962824,-9.026242
88.000000,1,Task,17.105350,3.436329,9.457023,-0.875576,0.338723,-4.696556,-2.375422,-7.212441
92.000000,1,Task,16.505159,-2.271618,9.260144,-0.557708,0.269342,0.708140,6.036805,-7.798618
96.000000,1,Task,16.344529,-1.432259,10.724278,-7.518433,-1.368535,4.208661,2.031639,-5.166377
100.000000,1,Task,16.631921,-3.052728,9.352086,-10.576387,1.854479,7.555951,1.780323,-2.754677
104.000000,1,Task,18.725353,1.585738,7.337404,-11.335808,-2.936125,9.962741,3.664859,2.071043
108.000000,1,Task,9.296707,1.459005,2.831844,-10.656589,1.650265,7.152723,0.072188,6.133452
112.000000,1,Task,9.943610,-1.578298,-0.663005,-7.279866,-1.648793,3.691630,1.716367,9.033770
116.000000,1,Task,6.531532,6.653038,5.364236,-4.390056,1.265973,3.773110,-1.959364,8.632730
120.000000,1,Task,2.620667,1.471252,4.399201,2.760113,2.999869,-2.006328,-2.389872,8.054101
124.000000,1,Task,7.061136,-2.477043,10.054145,5.228122,-0.240139,0.919732,-5.070577,4.871534
128.000000,1,Task,3.644881,-5.370474,9.478099,7.291563,1.777653,-1.284617,-6.387883,1.799235
132.000000,1,Task,9.439636,-11.689339,9.801100,9.611335,5.720454,-2.613926,-8.076103,8.091930
136.000000,1,Task,12.607343,-10.671548,14.274112,7.526528,9.399434,3.154972,-3.761638,5.102103
140.000000,1,Task,9.560442,-11.897759,5.336461,4.944260,11.335719,0.754453,-3.341032,14.973461
144.000000,1,Task,4.936062,-14.560532,3.415653,5.513320,9.783738,7.473114,-3.814237,9.737767
148.000000,1,Task,1.851064,-17.929113,2.530178,7.960993,5.982130,6.238271,-4.668700,13.946237
152.000000,1,Task,4.319174,-14.336365,-2.479100,2.051981,5.963126,10.020489,-6.364015,14.573108
156.000000,1,Task,4.385123,-16.043252,-3.890956,0.722919,-3.369048,11.534552,-5.578321,11.214037
160.000000,1,Task,0.235343,-11.905975,-4.203637,1.668849,-7.564192,12.177548,-9.794902,4.337446
164.000000,1,Task,-0.236871,-7.265273,-8.367006,2.827635,-5.385300,8.685338,-6.109517,4.757620
168.000000,1,Task,0.866239,-3.326632,-11.168269,5.105761,-4.247809,3.578101,-7.423760,5.631603
172.000000,1,Task,-4.088448,-3.100421,-7.592239,7.466628,-1.880008,3.158346,-8.051889,3.871592
176.000000,1,Task,-8.756089,-0.891486,-0.871212,10.304827,-0.320389,3.435650,-7.214802,-0.924972
180.000000,1,Task,-5.404297,-5.551533,4.243825,10.708370,-2.968141,-0.259523,-3.387952,-3.443118
184.000000,1,Task,0.768512,-8.800862,5.015403,8.845458,-2.650996,7.216139,1.074856,-7.640381
188.000000,1,Task,2.293792,-9.264827,4.835670,-1.579187,-3.288980,7.928204,1.644263,0.589425
192.000000,1,Task,9.086601,-6.735768,2.929830,-0.409294,0.862387,8.079612,2.318092,-0.016414
196.000000,1,Task,5.812413,-5.043075,0.511475,-8.731269,3.609682,8.896588,15.912614,5.965665
200.000000,1,Task,3.608844,-6.933966,-1.494307,-8.626129,-0.769035,12.645251,13.885198,9.337746
204.000000,1,Task,-1.341253,0.335341,0.487261,-12.797704,-4.480989,8.853437,13.385937,4.781588
208.000000,1,Task,-2.636956,0.015467,-0.534519,-14.963744,-4.356967,7.299582,12.127726,7.047593
212.000000,1,Task,-3.488505,3.541281,-4.286654,-14.722418,-5.430576,2.698986,5.110200,6.743848
216.000000,1,Task,-7.607566,3.984628,0.088981,-12.260683,-8.320909,1.684890,1.441681,4.951278
220.000000,1,Task,-5.696905,2.798663,2.708671,-8.287312,-4.541878,-2.943797,2.980280,6.668851
224.000000,1,Task,-7.328228,1.797253,5.097900,-5.583447,-1.667363,-9.047486,2.529622,3.123497
228.000000,1,Task,-5.046351,2.591712,10.451363,-2.744324,3.079860,-12.301324,0.194615,4.384552
232.000000,1,Task,-4.637716,2.222420,18.097783,1.319760,7.182337,-11.158614,-0.970869,3.004352
236.000000,1,Task,0.639347,-0.327575,10.113361,-2.193052,7.995742,-8.050052,-6.833938,7.317341
240.000000,1,Task,3.064183,-6.090584,16.201615,-4.693777,3.186699,-8.060882,-5.473808,0.401182
244.000000,1,Task,5.157612,-10.620871,12.460797,-2.503874,0.137991,-6.527784,-1.297225,3.447643
248.000000,1,Task,3.840485,-8.982338,6.547945,-11.442789,0.952734,2.074239,-2.922587,6.997114
252.000000,1,Task,6.011920,-1.416630,3.446825,-13.866664,3.075537,3.450780,-7.989379,2.777400
256.000000,1,Task,0.361176,-3.420088,0.703378,-10.435578,-4.188874,0.883269,-7.322956,3.961112
260.000000,1,Task,-1.533946,5.099980,-0.136424,-7.052185,-2.611553,2.611499,-4.864090,-1.612118
264.000000,1,Task,-2.567423,4.736349,1.725801,-4.480446,-8.148319,-1.375032,-9.211780,-8.411985
268.000000,1,Task,-1.461975,4.996423,4.274056,-2.156738,-7.637211,-3.941087,-12.035735,-10.231664
272.000000,1,Task,-0.038976,1.684781,6.137753,1.854808,-7.720140,-3.864891,-13.110782,-12.584765
276.000000,1,Task,4.090425,0.360930,7.921297,2.436625,-4.889939,-2.953087,-12.364162,-13.745402
280.000000,1,Task,3.750133,0.752850,8.137663,0.553368,2.224682,0.016815,-9.451894,-13.404840
284.000000,1,Task,3.810909,-0.527037,15.737106,0.432849,10.401758,-0.579119,-5.509046,-11.844207
288.000000,1,Task,6.935778,-6.600379,11.145180,2.083533,9.831549,1.000001,1.594234,-12.505228
292.000000,1,Task,7.629480,-9.936188,12.183403,-2.777620,15.285150,5.766830,1.863397,-7.337138
296.000000,1,Task,4.723975,-9.503004,8.948041,-3.823168,9.617202,12.285185,4.034583,-3.509161
300.000000,1,Task,5.763954,-10.038373,7.403745,-8.344453,6.986215,12.631159,5.295302,-0.852112
304.000000,1,Task,2.956053,-3.702029,2.383362,-5.287584,9.116641,12.592708,8.618187,-0.876679
308.000000,1,Task,-3.091537,-3.665976,-6.509043,-6.473897,10.447540,10.652418,7.252294,4.913500
312.000000,1,Task,-2.512570,1.422902,-5.831633,-8.240872,9.679282,9.460655,7.009794,4.178334
316.000000,1,Task,-11.368618,4.816431,-4.073750,-2.603303,8.848681,3.052025,3.783363,5.013206
320.000000,1,Task,-12.419963,4.149573,-0.492369,-0.864439,10.787121,-0.186561,-0.415806,4.764838
324.000000,1,Task,-17.222589,-1.024637,0.994504,1.955694,7.967939,-0.286698,-0.543270,1.488565
328.000000,1,Task,-13.394988,-3.447697,3.925960,7.629802,8.675321,1.374376,0.177109,-0.559262
332.000000,1,Task,-9.583295,-7.677368,6.173671,4.349084,9.963018,-2.641314,0.626070,5.269891
336.000000,1,Task,-4.514434,-4.198548,2.481295,8.695421,16.787516,-2.212241,4.006944,4.280761
340.000000,1,Task,-8.307630,-4.497307,-2.207349,6.734418,13.819744,-5.476614,2.889694,6.717714
344.000000,1,Task,-10.722792,-11.756719,-4.919076,3.032734,12.407140,-2.159288,6.115702,10.684312
348.000000,1,Task,-8.954125,-4.660344,-6.823288,1.317850,11.406503,-1.582265,5.094721,9.440272
352.000000,1,Task,-10.818071,-7.982904,-11.509139,2.332879,7.999947,2.236018,6.560135,7.510342
356.000000,1,Task,-9.525527,-2.024810,-10.201999,0.304625,-1.181665,1.309228,2.053174,2.086965
360.000000,1,Task,-13.969651,1.314431,-10.363704,-5.684283,-5.767671,1.883564,1.393391,0.092417
364.000000,1,Task,-12.177822,5.549677,-16.181875,-4.189624,-6.572221,-0.467727,0.835406,0.690335
368.000000,1,Task,-8.021577,9.039497,-14.748345,0.580705,-6.597057,-2.115930,0.638754,-1.291415
372.000000,1,Task,-13.595856,9.487426,-12.159008,5.055728,-5.275804,-6.111629,-2.133492,-5.031449
376.000000,1,Task,-12.233612,12.017591,-6.486591,4.567269,-4.733444,-8.024445,-1.824296,-10.262324
380.000000,1,Task,-13.589269,7.836803,0.706584,5.723523,-1.579441,-8.437875,2.140554,-13.888805
384.000000,1,Task,-7.180216,3.050139,1.596689,5.818832,-1.767643,-8.660239,4.162471,-14.004661
388.000000,1,Task,1.412244,2.677318,0.971868,-5.327384,4.039142,-3.524404,7.261841,-15.548612
392.000000,1,Task,4.245969,3.504852,-2.120289,-8.146655,3.719501,-3.924003,11.662001,-9.407529
396.000000,1,Task,7.042156,7.333606,0.072640,-13.580611,4.154934,-1.437539,12.548828,-8.849425
400.000000,1,Task,4.585120,11.048317,1.320649,-14.019864,6.385528,2.262534,13.213377,-6.044320
404.000000,1,Task,-1.673904,9.497200,-0.011476,-12.900208,1.550741,-1.435642,12.927379,-2.908535
408.000000,1,Task,1.352161,13.761636,1.412067,-13.214636,-1.318913,-3.204196,10.826317,-2.162682
412.000000,1,Task,-3.583445,13.159578,-2.082439,-10.033469,-2.886426,-3.887628,5.356463,-2.892764
416.000000,1,Task,-2.708553,14.576354,2.550454,-9.179345,-0.271617,-6.488678,4.846514,-6.053682
420.000000,1,Task,-0.887837,15.937943,0.165966,-5.491810,-0.542345,-13.876730,1.162119,-7.639082
424.000000,1,Task,1.856330,17.674242,5.096581,-1.872133,5.284245,-16.191059,1.257525,-3.589818
428.000000,1,Task,-2.669946,9.347382,8.880615,2.847818,6.432294,-15.305705,-1.643375,-6.787508
432.000000,1,Task,0.682133,11.215896,9.517023,5.008330,11.482252,-18.331206,0.615338,-0.785869
436.000000,1,Task,2.117028,4.862688,14.383401,4.987442,9.958203,-13.720694,0.026517,-5.014761
440.000000,1,Task,5.182520,-1.658828,9.566961,4.253116,10.338140,-11.485273,-5.816816,1.623582
444.000000,1,Task,8.839900,-1.778862,6.328465,-3.005432,9.852885,-6.114558,-1.601375,-3.563376
448.000000,1,Task,7.529120,-4.301793,-1.561724,-0.488755,5.690921,-1.400326,-1.953774,1.717662
452.000000,1,Task,9.682633,-0.319154,-5.119904,-3.174941,6.568172,2.293173,-1.167366,1.507437
456.000000,1,Task,6.639915,0.970096,-7.492997,-0.493821,5.623241,3.005177,-1.459741,2.755958
460.000000,1,Task,2.730376,5.403520,-8.636118,0.340665,2.321295,-1.525712,-7.937378,0.966469
464.000000,1,Task,-2.952122,1.987948,-9.325758,6.439048,-0.349616,-0.381833,-3.544344,-1.566273
468.000000,1,Task,-3.673633,3.007104,-8.547236,10.426965,-3.692532,-3.945449,-4.553183,-4.730064
472.000000,1,Task,-2.858550,4.745912,-5.397010,12.096822,0.293895,-0.226088,-4.934843,-7.383938
476.000000,1,Task,-2.567698,5.795764,-4.529441,9.442381,-1.205549,2.259275,-7.456905,-7.420398
480.000000,1,Task,1.252508,1.344296,-5.070230,13.354355,1.096930,0.193958,-1.421199,-10.286037
484.000000,1,Task,2.994125,2.486943,-5.935765,15.268741,7.434197,2.873106,2.461366,-6.387595
488.000000,1,Task,3.497500,-3.486982,-3.018242,10.902594,12.665943,3.212809,3.371257,-6.310293
492.000000,1,Task,5.706900,-7.752040,-4.212695,8.471955,7.746922,5.279124,7.922577,-1.381531
496.000000,1,Task,1.860222,-5.605092,-3.505726,-0.592069,4.498722,8.280201,8.266855,-0.921999
500.000000,1,Task,4.074773,-1.436969,-5.152173,-2.736407,1.189936,10.240748,12.611156,2.503109
504.000000,1,Task,7.536002,-0.262262,-8.979763,-2.783098,4.459351,8.064969,10.086647,4.899261
508.000000,1,Task,3.614320,2.978009,-13.956573,-1.191119,-0.501084,5.374161,11.623537,9.127602
512.000000,1,Task,-0.649758,8.315197,-9.052781,-1.966323,2.708047,5.390611,11.138075,8.136886
516.000000,1,Task,-5.569065,10.296077,-13.140147,8.088798,-0.707684,1.491596,11.266579,6.433076
520.000000,1,Task,-10.369243,10.581393,-3.762166,6.930349,-3.355487,-8.069960,12.670049,9.435722
524.000000,1,Task,-13.140169,3.331103,-2.870837,6.089605,-4.291035,-8.759268,5.411425,7.913528
528.000000,1,Task,-5.385932,3.711008,-1.884278,11.508491,-0.587674,-13.199000,1.007193,4.355736
532.000000,1,Task,-6.789429,2.747825,1.460187,4.964080,-0.301134,-11.730368,1.091495,7.391598
536.000000,1,Task,0.432918,-0.956686,-0.447454,6.101866,2.947318,-8.619581,4.647307,4.401734
540.000000,1,Task,1.919820,-2.028915,-1.893579,1.991671,4.075772,-9.845333,2.349491,7.818040
544.000000,1,Task,0.830720,-1.401568,1.587106,-0.194808,2.920245,-12.148506,8.069847,9.655626
548.000000,1,Task,6.029805,-1.379935,-8.343463,2.475635,-0.026618,-3.271005,5.085675,5.492623
552.000000,1,Task,5.626176,-0.464708,-5.873765,-2.824702,-6.672845,-4.098259,1.230195,4.434619
556.000000,1,Task,4.211720,0.933913,-6.047475,-1.460759,-14.250587,-3.888870,-4.890491,5.490832
560.000000,1,Task,0.228030,4.266884,-4.888225,-7.641283,-14.488900,-1.237882,-1.323948,1.254959
564.000000,1,Task,5.903960,8.109762,-9.600729,-6.855726,-14.538793,-3.912602,-5.269706,-0.761910
568.000000,1,Task,3.424382,12.107438,-2.625536,-1.220832,-14.622385,-6.146541,-4.069000,-3.245264
